onset	duration	stim_file
26.9	1	sub04_Speech3_Loc2_ramp10.wav
35.3	1	sub04_Voice13_Loc4_ramp10.wav
43.7	1	sub04_Voice5_Loc1_ramp10.wav
52.1	1	sub04_Animal8_Loc6_ramp10.wav
63.3	1	sub04_Tool10_Loc2_ramp10.wav
71.7	1	sub04_Tool2_Loc5_ramp10.wav
94.1	1	sub04_Animal12_Loc1_ramp10.wav
99.7	1	sub04_Tool8_Loc6_ramp10.wav
108.1	1	sub04_Voice14_Loc3_ramp10.wav
116.5	1	sub04_Animal4_Loc7_ramp10.wav
122.1	1	sub04_Speech9_Loc5_ramp10.wav
130.5	1	sub04_Speech4_Loc7_ramp10.wav
141.7	1	sub04_Animal5_Loc1_ramp10.wav
152.9	1	sub04_Tool14_Loc3_ramp10.wav
164.1	1	sub04_Animal11_Loc7_ramp10.wav
169.7	1	sub04_Animal10_Loc2_ramp10.wav
178.1	1	sub04_Speech8_Loc6_ramp10.wav
189.3	1	sub04_Animal14_Loc3_ramp10.wav
194.9	1	sub04_Voice12_Loc1_ramp10.wav
206.1	1	sub04_Tool13_Loc4_ramp10.wav
211.7	1	sub04_Tool3_Loc2_ramp10.wav
217.3	1	sub04_Animal6_Loc4_ramp10.wav
222.9	1	sub04_Animal3_Loc2_ramp10.wav
231.3	1	sub04_Animal13_Loc4_ramp10.wav
242.5	1	sub04_Speech12_Loc1_ramp10.wav
248.1	1	sub04_Voice11_Loc7_ramp10.wav
259.3	1	sub04_Speech2_Loc5_ramp10.wav
264.9	1	sub04_Voice7_Loc3_ramp10.wav
270.5	1	sub04_Voice8_Loc6_ramp10.wav
287.3	1	sub04_Tool7_Loc3_ramp10.wav
298.5	1	sub04_Animal9_Loc5_ramp10.wav
309.7	1	sub04_Tool5_Loc1_ramp10.wav
315.3	1	sub04_Speech14_Loc3_ramp10.wav
320.9	1	sub04_Speech1_Loc6_ramp10.wav
332.1	1	sub04_Animal7_Loc3_ramp10.wav
343.3	1	sub04_Animal2_Loc5_ramp10.wav
351.7	1	sub04_Speech11_Loc7_ramp10.wav
357.3	1	sub04_Voice3_Loc2_ramp10.wav
365.7	1	sub04_Tool9_Loc5_ramp10.wav
371.3	1	sub04_Voice10_Loc2_ramp10.wav
376.9	1	sub04_Animal1_Loc6_ramp10.wav
385.3	1	sub04_Speech5_Loc1_ramp10.wav
393.7	1	sub04_Voice2_Loc5_ramp10.wav
402.1	1	sub04_Tool11_Loc7_ramp10.wav
413.3	1	sub04_Speech6_Loc4_ramp10.wav
424.5	1	sub04_Speech10_Loc2_ramp10.wav
432.9	1	sub04_Voice6_Loc4_ramp10.wav
438.5	1	sub04_Tool12_Loc1_ramp10.wav
455.3	1	sub04_Tool1_Loc6_ramp10.wav
463.7	1	sub04_Speech13_Loc4_ramp10.wav
474.9	1	sub04_Voice4_Loc7_ramp10.wav
480.5	1	sub04_Voice9_Loc5_ramp10.wav
497.3	1	sub04_Tool4_Loc7_ramp10.wav
505.7	1	sub04_Speech7_Loc3_ramp10.wav
516.9	1	sub04_Voice1_Loc6_ramp10.wav
522.5	1	sub04_Tool6_Loc4_ramp10.wav
